Event_ID,League,Match_Name,Match_Date,Stadium,City,Seat_Category,Ticket_Price,Sale_Date,Days_Before_Match,Quantity,Weather,Day_of_Week,Demand_Level
EVT0020,IPL,Mumbai Indians vs Royal Challengers Bengaluru,21-04-2024,Wankhede Stadium,Mumbai,General,2100,29-02-2024,52,1,Clear,Sunday,High
EVT0273,ISL,Mohun Bagan Super Giant vs Odisha FC,27-02-2024,Salt Lake Stadium,Kolkata,Premium,2150,02-02-2024,25,2,Clear,Tuesday,High
EVT0242,PKL,UP Yoddhas vs Jaipur Pink Panthers,19-08-2025,Noida Indoor Stadium,Noida,Premium,1400,16-08-2025,3,2,Cloudy,Tuesday,High
EVT0281,PKL,UP Yoddhas vs Puneri Paltan,24-07-2023,Noida Indoor Stadium,Noida,General,350,21-05-2023,64,5,Rainy,Monday,Medium
EVT0108,ISL,Hyderabad FC vs Chennaiyin FC,19-11-2024,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,600,12-11-2024,7,1,Rainy,Tuesday,Medium
EVT0198,ISL,Hyderabad FC vs FC Goa,23-02-2026,Fatorda Stadium,Margao,Premium,1550,13-01-2026,41,1,Rainy,Monday,Medium
EVT0250,ISL,FC Goa vs NorthEast United FC,18-11-2024,Fatorda Stadium,Margao,General,600,17-10-2024,32,1,Hazy,Monday,Medium
EVT0018,ISL,Mumbai City FC vs Odisha FC,28-12-2023,Kalinga Stadium,Bhubaneswar,General,600,09-12-2023,19,1,Rainy,Thursday,Medium
EVT0175,ISL,Kerala Blasters FC vs NorthEast United FC,30-11-2024,Jawaharlal Nehru Stadium,Kochi,Premium,2350,25-10-2024,36,2,Cloudy,Saturday,High
EVT0009,IPL,Delhi Capitals vs Lucknow Super Giants,23-03-2025,Arun Jaitley Stadium,Delhi,VIP,10600,04-03-2025,19,3,Sunny,Sunday,High
EVT0085,ISL,Kerala Blasters FC vs Hyderabad FC,02-12-2025,Jawaharlal Nehru Stadium,Kochi,General,900,16-11-2025,16,2,Cloudy,Tuesday,High
EVT0116,ISL,Kerala Blasters FC vs Hyderabad FC,07-11-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,09-10-2023,29,8,Clear,Tuesday,High
EVT0220,PKL,Puneri Paltan vs Jaipur Pink Panthers,03-10-2024,Shree Shiv Chhatrapati Sports Complex,Pune,General,550,19-09-2024,14,2,Cloudy,Thursday,High
EVT0210,ISL,Kerala Blasters FC vs Chennaiyin FC,03-12-2023,Jawaharlal Nehru Stadium,Kochi,General,900,07-10-2023,57,4,Hazy,Sunday,High
EVT0243,ISL,NorthEast United FC vs Hyderabad FC,08-03-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,1550,14-02-2024,23,1,Sunny,Friday,Medium
EVT0190,ISL,Mohun Bagan Super Giant vs Jamshedpur FC,16-01-2025,JRD Tata Sports Complex,Jamshedpur,General,950,19-12-2024,28,2,Clear,Thursday,High
EVT0120,ISL,Mohun Bagan Super Giant vs Hyderabad FC,28-12-2023,Salt Lake Stadium,Kolkata,General,900,11-11-2023,47,4,Clear,Thursday,High
EVT0264,IPL,Kolkata Knight Riders vs Punjab Kings,28-05-2023,Eden Gardens,Kolkata,Premium,5250,05-04-2023,53,4,Humid,Sunday,High
EVT0024,IPL,Chennai Super Kings vs Punjab Kings,29-04-2025,PCA Stadium,Mohali,Premium,5500,30-03-2025,30,4,Cloudy,Tuesday,High
EVT0160,IPL,Mumbai Indians vs Punjab Kings,08-04-2024,Wankhede Stadium,Mumbai,General,2200,28-03-2024,11,3,Clear,Monday,High
EVT0260,ISL,NorthEast United FC vs Mumbai City FC,22-10-2025,Indira Gandhi Athletic Stadium,Guwahati,General,600,15-10-2025,7,6,Clear,Wednesday,Medium
EVT0249,ISL,Chennaiyin FC vs Mohun Bagan Super Giant,02-11-2025,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,850,29-09-2025,34,2,Rainy,Sunday,High
EVT0193,IPL,Delhi Capitals vs Royal Challengers Bengaluru,11-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2150,18-03-2024,24,4,Cloudy,Thursday,High
EVT0072,IPL,Kolkata Knight Riders vs Gujarat Titans,28-03-2024,Eden Gardens,Kolkata,Premium,5250,29-01-2024,59,2,Clear,Thursday,High
EVT0084,IPL,Punjab Kings vs Kolkata Knight Riders,29-05-2023,Eden Gardens,Kolkata,General,2250,15-04-2023,44,1,Humid,Monday,High
EVT0002,PKL,Tamil Thalaivas vs Jaipur Pink Panthers,18-09-2025,Jawaharlal Nehru Indoor Stadium,Chennai,General,550,21-08-2025,28,2,Humid,Thursday,High
EVT0023,ISL,Mohun Bagan Super Giant vs Odisha FC,14-12-2024,Kalinga Stadium,Bhubaneswar,General,850,19-11-2024,25,2,Rainy,Saturday,High
EVT0165,IPL,Royal Challengers Bengaluru vs Mumbai Indians,16-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2200,17-02-2024,59,1,Cloudy,Tuesday,High
EVT0242,PKL,UP Yoddhas vs Jaipur Pink Panthers,19-08-2025,Noida Indoor Stadium,Noida,Premium,1350,14-08-2025,5,1,Cloudy,Tuesday,High
EVT0180,ISL,Hyderabad FC vs Kerala Blasters FC,03-01-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,2200,25-12-2023,9,1,Sunny,Wednesday,High
EVT0152,PKL,U Mumba vs Tamil Thalaivas,02-09-2023,Jawaharlal Nehru Indoor Stadium,Chennai,Premium,1400,03-08-2023,30,2,Humid,Saturday,High
EVT0197,IPL,Punjab Kings vs Sunrisers Hyderabad,29-03-2024,PCA Stadium,Mohali,General,2100,02-03-2024,27,2,Sunny,Friday,High
EVT0290,IPL,Lucknow Super Giants vs Sunrisers Hyderabad,29-05-2023,BRSABV Ekana Cricket Stadium,Lucknow,General,1450,01-04-2023,58,5,Hazy,Monday,Medium
EVT0157,IPL,Lucknow Super Giants vs Royal Challengers Bengaluru,26-04-2023,M. Chinnaswamy Stadium,Bengaluru,General,2150,14-04-2023,12,1,Cloudy,Wednesday,High
EVT0150,PKL,Bengal Warriors vs Bengaluru Bulls,11-09-2025,Kanteerava Indoor Stadium,Bengaluru,General,350,21-08-2025,21,4,Cloudy,Thursday,Medium
EVT0030,PKL,Telugu Titans vs Bengaluru Bulls,06-08-2023,Gachibowli Indoor Stadium,Hyderabad,Premium,1400,11-07-2023,26,3,Hazy,Sunday,High
EVT0174,ISL,Kerala Blasters FC vs NorthEast United FC,20-02-2026,Indira Gandhi Athletic Stadium,Guwahati,General,900,25-01-2026,26,2,Rainy,Friday,High
EVT0227,IPL,Mumbai Indians vs Chennai Super Kings,23-05-2024,Wankhede Stadium,Mumbai,General,2100,10-04-2024,43,1,Clear,Thursday,High
EVT0248,IPL,Royal Challengers Bengaluru vs Mumbai Indians,11-05-2023,Wankhede Stadium,Mumbai,Premium,5300,05-03-2023,67,2,Clear,Thursday,High
EVT0216,ISL,Odisha FC vs Mumbai City FC,14-12-2025,Mumbai Football Arena,Mumbai,VIP,4600,04-10-2025,71,2,Clear,Sunday,High
EVT0052,IPL,Mumbai Indians vs Chennai Super Kings,25-04-2024,M. A. Chidambaram Stadium,Chennai,General,2200,22-03-2024,34,3,Humid,Thursday,High
EVT0162,PKL,Dabang Delhi K.C. vs U Mumba,02-08-2023,Thyagaraj Sports Complex,Delhi,General,550,16-05-2023,78,4,Clear,Wednesday,High
EVT0125,PKL,Gujarat Giants vs Puneri Paltan,16-08-2023,Shree Shiv Chhatrapati Sports Complex,Pune,General,350,30-06-2023,47,4,Cloudy,Wednesday,Medium
EVT0293,IPL,Chennai Super Kings vs Kolkata Knight Riders,09-05-2024,Eden Gardens,Kolkata,General,2150,19-04-2024,20,4,Humid,Thursday,High
EVT0182,IPL,Gujarat Titans vs Lucknow Super Giants,10-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,Premium,5250,12-04-2025,28,2,Rainy,Saturday,High
EVT0008,PKL,Dabang Delhi K.C. vs Tamil Thalaivas,13-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,General,550,19-05-2024,55,3,Humid,Saturday,High
EVT0136,ISL,Odisha FC vs Kerala Blasters FC,21-12-2025,Kalinga Stadium,Bhubaneswar,VIP,4500,23-11-2025,28,1,Hazy,Sunday,High
EVT0119,ISL,FC Goa vs NorthEast United FC,30-10-2024,Fatorda Stadium,Margao,General,600,12-09-2024,48,10,Hazy,Wednesday,Medium
EVT0256,IPL,Mumbai Indians vs Delhi Capitals,26-05-2023,Wankhede Stadium,Mumbai,Premium,5150,31-03-2023,56,1,Clear,Friday,High
EVT0218,IPL,Delhi Capitals vs Gujarat Titans,28-05-2023,Narendra Modi Stadium,Ahmedabad,Premium,5350,19-04-2023,39,2,Sunny,Sunday,High
EVT0278,ISL,Odisha FC vs Jamshedpur FC,21-12-2024,Kalinga Stadium,Bhubaneswar,Premium,1500,16-11-2024,35,10,Hazy,Saturday,Medium
EVT0152,PKL,U Mumba vs Tamil Thalaivas,02-09-2023,Jawaharlal Nehru Indoor Stadium,Chennai,General,500,09-06-2023,85,4,Humid,Saturday,High
EVT0129,IPL,Chennai Super Kings vs Mumbai Indians,15-05-2023,M. A. Chidambaram Stadium,Chennai,General,2100,19-04-2023,26,2,Humid,Monday,High
EVT0054,ISL,Kerala Blasters FC vs Mohun Bagan Super Giant,07-10-2025,Salt Lake Stadium,Kolkata,General,900,23-09-2025,14,4,Humid,Tuesday,High
EVT0279,IPL,Sunrisers Hyderabad vs Punjab Kings,31-03-2023,PCA Stadium,Mohali,General,2200,14-03-2023,17,2,Clear,Friday,High
EVT0106,IPL,Lucknow Super Giants vs Kolkata Knight Riders,21-05-2023,Eden Gardens,Kolkata,Premium,5600,29-04-2023,22,3,Humid,Sunday,High
EVT0250,ISL,FC Goa vs NorthEast United FC,18-11-2024,Fatorda Stadium,Margao,Corporate Box,6450,25-10-2024,24,4,Hazy,Monday,Medium
EVT0233,IPL,Lucknow Super Giants vs Delhi Capitals,22-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,1400,28-03-2025,55,2,Sunny,Thursday,Medium
EVT0205,IPL,Royal Challengers Bengaluru vs Delhi Capitals,24-05-2025,M. Chinnaswamy Stadium,Bengaluru,General,2050,17-05-2025,7,2,Cloudy,Saturday,High
EVT0242,PKL,UP Yoddhas vs Jaipur Pink Panthers,19-08-2025,Noida Indoor Stadium,Noida,General,550,12-07-2025,38,1,Cloudy,Tuesday,High
EVT0233,IPL,Lucknow Super Giants vs Delhi Capitals,22-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,1400,27-04-2025,25,2,Sunny,Thursday,Medium
EVT0180,ISL,Hyderabad FC vs Kerala Blasters FC,03-01-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,22-11-2023,42,3,Sunny,Wednesday,High
EVT0022,IPL,Lucknow Super Giants vs Mumbai Indians,26-04-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,2050,19-04-2025,7,1,Rainy,Saturday,High
EVT0241,IPL,Gujarat Titans vs Rajasthan Royals,31-03-2025,Sawai Mansingh Stadium,Jaipur,Premium,3500,18-03-2025,13,1,Rainy,Monday,Medium
EVT0225,IPL,Rajasthan Royals vs Mumbai Indians,26-04-2024,Wankhede Stadium,Mumbai,Premium,5400,26-03-2024,31,2,Clear,Friday,High
EVT0115,IPL,Mumbai Indians vs Royal Challengers Bengaluru,19-04-2023,M. Chinnaswamy Stadium,Bengaluru,Corporate Box,22700,16-03-2023,34,9,Cloudy,Wednesday,High
EVT0209,IPL,Kolkata Knight Riders vs Chennai Super Kings,28-04-2023,Eden Gardens,Kolkata,General,2200,25-03-2023,34,4,Humid,Friday,High
EVT0161,PKL,Patna Pirates vs Bengal Warriors,01-07-2025,Netaji Indoor Stadium,Kolkata,Premium,1350,25-05-2025,37,4,Humid,Tuesday,High
EVT0120,ISL,Mohun Bagan Super Giant vs Hyderabad FC,28-12-2023,Salt Lake Stadium,Kolkata,Premium,2200,07-12-2023,21,1,Clear,Thursday,High
EVT0021,IPL,Delhi Capitals vs Mumbai Indians,26-04-2025,Arun Jaitley Stadium,Delhi,General,2100,11-03-2025,46,1,Sunny,Saturday,High
EVT0183,ISL,NorthEast United FC vs Jamshedpur FC,15-02-2025,JRD Tata Sports Complex,Jamshedpur,Premium,1550,05-02-2025,10,1,Clear,Saturday,Medium
EVT0219,IPL,Sunrisers Hyderabad vs Rajasthan Royals,21-05-2024,Sawai Mansingh Stadium,Jaipur,Premium,3400,17-05-2024,4,4,Cloudy,Tuesday,Medium
EVT0014,IPL,Mumbai Indians vs Chennai Super Kings,29-04-2025,M. A. Chidambaram Stadium,Chennai,Premium,5450,04-04-2025,25,2,Humid,Tuesday,High
EVT0027,ISL,FC Goa vs Bengaluru FC,12-10-2023,Sree Kanteerava Stadium,Bengaluru,General,850,01-10-2023,11,2,Cloudy,Thursday,High
EVT0266,IPL,Chennai Super Kings vs Rajasthan Royals,30-04-2023,Sawai Mansingh Stadium,Jaipur,VIP,10900,03-03-2023,58,5,Hazy,Sunday,High
EVT0143,ISL,Kerala Blasters FC vs FC Goa,28-10-2023,Jawaharlal Nehru Stadium,Kochi,Corporate Box,9600,08-10-2023,20,1,Clear,Saturday,High
EVT0170,IPL,Lucknow Super Giants vs Delhi Capitals,05-04-2025,Arun Jaitley Stadium,Delhi,Premium,5350,02-03-2025,34,2,Sunny,Saturday,High
EVT0130,IPL,Punjab Kings vs Royal Challengers Bengaluru,23-03-2023,M. Chinnaswamy Stadium,Bengaluru,General,2250,10-03-2023,13,2,Cloudy,Thursday,High
EVT0122,ISL,FC Goa vs Bengaluru FC,06-11-2024,Fatorda Stadium,Margao,VIP,4350,07-10-2024,30,2,Cloudy,Wednesday,High
EVT0132,PKL,Jaipur Pink Panthers vs Bengal Warriors,06-07-2024,Netaji Indoor Stadium,Kolkata,General,550,23-05-2024,44,1,Humid,Saturday,High
EVT0225,IPL,Rajasthan Royals vs Mumbai Indians,26-04-2024,Wankhede Stadium,Mumbai,General,2150,23-03-2024,34,2,Clear,Friday,High
EVT0232,IPL,Punjab Kings vs Royal Challengers Bengaluru,29-04-2023,M. Chinnaswamy Stadium,Bengaluru,Premium,5500,28-02-2023,60,2,Cloudy,Saturday,High
EVT0161,PKL,Patna Pirates vs Bengal Warriors,01-07-2025,Netaji Indoor Stadium,Kolkata,General,550,25-05-2025,37,1,Humid,Tuesday,High
EVT0139,IPL,Rajasthan Royals vs Royal Challengers Bengaluru,28-04-2025,M. Chinnaswamy Stadium,Bengaluru,VIP,10550,12-04-2025,16,8,Cloudy,Monday,High
EVT0290,IPL,Lucknow Super Giants vs Sunrisers Hyderabad,29-05-2023,BRSABV Ekana Cricket Stadium,Lucknow,Premium,3650,22-04-2023,37,7,Hazy,Monday,Medium
EVT0280,ISL,Bengaluru FC vs Mumbai City FC,31-10-2023,Sree Kanteerava Stadium,Bengaluru,General,900,02-10-2023,29,3,Cloudy,Tuesday,High
EVT0075,IPL,Royal Challengers Bengaluru vs Rajasthan Royals,05-05-2023,Sawai Mansingh Stadium,Jaipur,General,2200,26-02-2023,68,2,Clear,Friday,High
EVT0117,ISL,Hyderabad FC vs Bengaluru FC,13-01-2025,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,15-12-2024,29,1,Clear,Monday,High
EVT0186,IPL,Lucknow Super Giants vs Royal Challengers Bengaluru,19-04-2024,M. Chinnaswamy Stadium,Bengaluru,Premium,5500,03-04-2024,16,1,Cloudy,Friday,High
EVT0216,ISL,Odisha FC vs Mumbai City FC,14-12-2025,Mumbai Football Arena,Mumbai,General,900,13-11-2025,31,4,Clear,Sunday,High
EVT0099,IPL,Mumbai Indians vs Delhi Capitals,15-04-2024,Arun Jaitley Stadium,Delhi,General,2200,04-04-2024,11,5,Sunny,Monday,High
EVT0041,IPL,Rajasthan Royals vs Kolkata Knight Riders,19-05-2025,Eden Gardens,Kolkata,General,2200,17-03-2025,63,2,Humid,Monday,High
EVT0010,ISL,Mumbai City FC vs Chennaiyin FC,21-01-2026,"Jawaharlal Nehru Stadium, Chennai",Chennai,VIP,3000,30-11-2025,52,1,Sunny,Wednesday,Medium
EVT0173,IPL,Chennai Super Kings vs Punjab Kings,10-04-2025,PCA Stadium,Mohali,General,2050,20-03-2025,21,5,Cloudy,Thursday,High
EVT0020,IPL,Mumbai Indians vs Royal Challengers Bengaluru,21-04-2024,Wankhede Stadium,Mumbai,General,2150,08-04-2024,13,1,Clear,Sunday,High
EVT0266,IPL,Chennai Super Kings vs Rajasthan Royals,30-04-2023,Sawai Mansingh Stadium,Jaipur,General,2150,24-04-2023,6,5,Hazy,Sunday,High
EVT0120,ISL,Mohun Bagan Super Giant vs Hyderabad FC,28-12-2023,Salt Lake Stadium,Kolkata,General,900,05-12-2023,23,1,Clear,Thursday,High
EVT0218,IPL,Delhi Capitals vs Gujarat Titans,28-05-2023,Narendra Modi Stadium,Ahmedabad,General,2100,24-03-2023,65,2,Sunny,Sunday,High
EVT0278,ISL,Odisha FC vs Jamshedpur FC,21-12-2024,Kalinga Stadium,Bhubaneswar,General,600,24-10-2024,58,4,Hazy,Saturday,Medium
EVT0285,ISL,Odisha FC vs Kerala Blasters FC,06-11-2025,Jawaharlal Nehru Stadium,Kochi,General,950,11-10-2025,26,2,Rainy,Thursday,High
EVT0148,IPL,Gujarat Titans vs Sunrisers Hyderabad,07-05-2025,Rajiv Gandhi International Stadium,Hyderabad,Premium,3600,21-04-2025,16,1,Rainy,Wednesday,Medium
EVT0033,ISL,FC Goa vs Chennaiyin FC,08-12-2023,Fatorda Stadium,Margao,Premium,2150,05-10-2023,64,1,Rainy,Friday,High
EVT0043,IPL,Mumbai Indians vs Sunrisers Hyderabad,17-04-2024,Wankhede Stadium,Mumbai,General,2150,13-04-2024,4,2,Clear,Wednesday,High
EVT0115,IPL,Mumbai Indians vs Royal Challengers Bengaluru,19-04-2023,M. Chinnaswamy Stadium,Bengaluru,Premium,5200,27-02-2023,51,2,Cloudy,Wednesday,High
EVT0045,PKL,U Mumba vs Bengaluru Bulls,12-08-2024,Kanteerava Indoor Stadium,Bengaluru,General,550,08-07-2024,35,2,Cloudy,Monday,High
EVT0026,PKL,Puneri Paltan vs Haryana Steelers,08-07-2025,Tau Devi Lal Sports Complex,Panchkula,General,400,18-06-2025,20,5,Clear,Tuesday,Medium
EVT0024,IPL,Chennai Super Kings vs Punjab Kings,29-04-2025,PCA Stadium,Mohali,General,2250,09-03-2025,51,2,Cloudy,Tuesday,High
EVT0264,IPL,Kolkata Knight Riders vs Punjab Kings,28-05-2023,Eden Gardens,Kolkata,General,2200,22-03-2023,67,4,Humid,Sunday,High
EVT0194,ISL,Hyderabad FC vs Mohun Bagan Super Giant,28-02-2025,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,850,08-02-2025,20,2,Sunny,Friday,High
EVT0226,IPL,Punjab Kings vs Kolkata Knight Riders,11-04-2025,Eden Gardens,Kolkata,Premium,5550,17-03-2025,25,1,Humid,Friday,High
EVT0292,IPL,Kolkata Knight Riders vs Lucknow Super Giants,13-04-2023,BRSABV Ekana Cricket Stadium,Lucknow,General,2050,13-03-2023,31,3,Hazy,Thursday,High
EVT0264,IPL,Kolkata Knight Riders vs Punjab Kings,28-05-2023,Eden Gardens,Kolkata,General,2250,08-04-2023,50,3,Humid,Sunday,High
EVT0296,PKL,Dabang Delhi K.C. vs Tamil Thalaivas,20-07-2025,Thyagaraj Sports Complex,Delhi,VIP,2800,20-06-2025,30,2,Cloudy,Sunday,High
EVT0024,IPL,Chennai Super Kings vs Punjab Kings,29-04-2025,PCA Stadium,Mohali,General,2200,04-03-2025,56,3,Cloudy,Tuesday,High
EVT0086,ISL,Hyderabad FC vs Kerala Blasters FC,07-12-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,17-11-2023,20,6,Clear,Thursday,High
EVT0100,ISL,FC Goa vs Hyderabad FC,25-01-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,1500,31-12-2023,25,2,Sunny,Thursday,Medium
EVT0260,ISL,NorthEast United FC vs Mumbai City FC,22-10-2025,Indira Gandhi Athletic Stadium,Guwahati,Premium,1500,02-10-2025,20,8,Clear,Wednesday,Medium
EVT0207,PKL,Puneri Paltan vs U Mumba,25-08-2024,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,Corporate Box,5850,17-08-2024,8,2,Rainy,Sunday,High
EVT0237,ISL,Kerala Blasters FC vs Bengaluru FC,15-01-2024,Jawaharlal Nehru Stadium,Kochi,Premium,2300,19-11-2023,57,7,Rainy,Monday,High
EVT0102,IPL,Mumbai Indians vs Lucknow Super Giants,28-05-2024,Wankhede Stadium,Mumbai,General,2150,03-05-2024,25,3,Clear,Tuesday,High
EVT0249,ISL,Chennaiyin FC vs Mohun Bagan Super Giant,02-11-2025,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,850,22-08-2025,72,1,Rainy,Sunday,High
EVT0210,ISL,Kerala Blasters FC vs Chennaiyin FC,03-12-2023,Jawaharlal Nehru Stadium,Kochi,VIP,4650,11-10-2023,53,2,Hazy,Sunday,High
EVT0001,PKL,Dabang Delhi K.C. vs U Mumba,20-07-2024,Thyagaraj Sports Complex,Delhi,Premium,1400,27-06-2024,23,3,Hazy,Saturday,High
EVT0087,PKL,Dabang Delhi K.C. vs Gujarat Giants,03-08-2024,Thyagaraj Sports Complex,Delhi,General,550,30-05-2024,65,2,Clear,Saturday,High
EVT0193,IPL,Delhi Capitals vs Royal Challengers Bengaluru,11-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2100,18-03-2024,24,1,Cloudy,Thursday,High
EVT0043,IPL,Mumbai Indians vs Sunrisers Hyderabad,17-04-2024,Wankhede Stadium,Mumbai,Premium,5650,18-03-2024,30,2,Clear,Wednesday,High
EVT0246,ISL,FC Goa vs Mumbai City FC,07-03-2025,Fatorda Stadium,Margao,General,900,26-12-2024,71,2,Sunny,Friday,High
EVT0292,IPL,Kolkata Knight Riders vs Lucknow Super Giants,13-04-2023,BRSABV Ekana Cricket Stadium,Lucknow,General,2250,20-02-2023,52,3,Hazy,Thursday,High
EVT0141,IPL,Rajasthan Royals vs Lucknow Super Giants,02-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,2200,24-03-2025,39,3,Cloudy,Friday,High
EVT0100,ISL,FC Goa vs Hyderabad FC,25-01-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,600,27-11-2023,59,1,Sunny,Thursday,Medium
EVT0050,ISL,Jamshedpur FC vs Kerala Blasters FC,19-11-2023,Jawaharlal Nehru Stadium,Kochi,VIP,4400,09-09-2023,71,10,Clear,Sunday,High
EVT0076,PKL,Patna Pirates vs Bengaluru Bulls,30-07-2023,Kanteerava Indoor Stadium,Bengaluru,General,550,01-07-2023,29,5,Cloudy,Sunday,High
EVT0266,IPL,Chennai Super Kings vs Rajasthan Royals,30-04-2023,Sawai Mansingh Stadium,Jaipur,General,2250,07-04-2023,23,1,Hazy,Sunday,High
EVT0155,IPL,Delhi Capitals vs Chennai Super Kings,29-04-2023,M. A. Chidambaram Stadium,Chennai,General,2050,09-04-2023,20,4,Humid,Saturday,High
EVT0089,ISL,Bengaluru FC vs Mohun Bagan Super Giant,31-01-2026,Sree Kanteerava Stadium,Bengaluru,VIP,4450,20-12-2025,42,1,Cloudy,Saturday,High
EVT0072,IPL,Kolkata Knight Riders vs Gujarat Titans,28-03-2024,Eden Gardens,Kolkata,Premium,5550,09-03-2024,19,3,Clear,Thursday,High
EVT0102,IPL,Mumbai Indians vs Lucknow Super Giants,28-05-2024,Wankhede Stadium,Mumbai,VIP,10700,16-04-2024,42,2,Clear,Tuesday,High
EVT0036,PKL,Telugu Titans vs Tamil Thalaivas,05-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,Premium,950,29-06-2024,6,1,Humid,Friday,Medium
EVT0237,ISL,Kerala Blasters FC vs Bengaluru FC,15-01-2024,Jawaharlal Nehru Stadium,Kochi,General,900,26-11-2023,50,2,Rainy,Monday,High
EVT0123,ISL,Odisha FC vs Chennaiyin FC,15-11-2024,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,900,11-11-2024,4,3,Rainy,Friday,High
EVT0273,ISL,Mohun Bagan Super Giant vs Odisha FC,27-02-2024,Salt Lake Stadium,Kolkata,General,900,04-01-2024,54,4,Clear,Tuesday,High
EVT0085,ISL,Kerala Blasters FC vs Hyderabad FC,02-12-2025,Jawaharlal Nehru Stadium,Kochi,General,950,22-11-2025,10,2,Cloudy,Tuesday,High
EVT0285,ISL,Odisha FC vs Kerala Blasters FC,06-11-2025,Jawaharlal Nehru Stadium,Kochi,Premium,2150,10-10-2025,27,4,Rainy,Thursday,High
EVT0118,ISL,NorthEast United FC vs FC Goa,25-02-2024,Fatorda Stadium,Margao,General,950,10-02-2024,15,8,Clear,Sunday,High
EVT0260,ISL,NorthEast United FC vs Mumbai City FC,22-10-2025,Indira Gandhi Athletic Stadium,Guwahati,Premium,1550,16-09-2025,36,2,Clear,Wednesday,Medium
EVT0147,IPL,Sunrisers Hyderabad vs Lucknow Super Giants,31-03-2024,BRSABV Ekana Cricket Stadium,Lucknow,General,2150,19-02-2024,41,3,Cloudy,Sunday,High
EVT0216,ISL,Odisha FC vs Mumbai City FC,14-12-2025,Mumbai Football Arena,Mumbai,VIP,4550,26-10-2025,49,4,Clear,Sunday,High
EVT0098,ISL,NorthEast United FC vs FC Goa,18-12-2024,Fatorda Stadium,Margao,General,550,30-10-2024,49,6,Hazy,Wednesday,Medium
EVT0028,ISL,Hyderabad FC vs Mumbai City FC,24-12-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,600,25-11-2024,29,2,Rainy,Tuesday,Medium
EVT0281,PKL,UP Yoddhas vs Puneri Paltan,24-07-2023,Noida Indoor Stadium,Noida,General,350,26-06-2023,28,4,Rainy,Monday,Medium
EVT0198,ISL,Hyderabad FC vs FC Goa,23-02-2026,Fatorda Stadium,Margao,General,600,09-01-2026,45,2,Rainy,Monday,Medium
EVT0223,ISL,Jamshedpur FC vs Bengaluru FC,26-10-2023,Sree Kanteerava Stadium,Bengaluru,General,900,13-10-2023,13,2,Cloudy,Thursday,High
EVT0152,PKL,U Mumba vs Tamil Thalaivas,02-09-2023,Jawaharlal Nehru Indoor Stadium,Chennai,General,550,21-08-2023,12,1,Humid,Saturday,High
EVT0027,ISL,FC Goa vs Bengaluru FC,12-10-2023,Sree Kanteerava Stadium,Bengaluru,VIP,4300,07-10-2023,5,2,Cloudy,Thursday,High
EVT0152,PKL,U Mumba vs Tamil Thalaivas,02-09-2023,Jawaharlal Nehru Indoor Stadium,Chennai,VIP,2600,07-08-2023,26,10,Humid,Saturday,High
EVT0283,ISL,Mumbai City FC vs Bengaluru FC,24-10-2024,Mumbai Football Arena,Mumbai,Premium,2150,05-09-2024,49,8,Clear,Thursday,High
EVT0270,IPL,Royal Challengers Bengaluru vs Lucknow Super Giants,07-04-2025,M. Chinnaswamy Stadium,Bengaluru,General,2150,01-03-2025,37,2,Cloudy,Monday,High
EVT0054,ISL,Kerala Blasters FC vs Mohun Bagan Super Giant,07-10-2025,Salt Lake Stadium,Kolkata,Premium,2150,21-08-2025,47,4,Humid,Tuesday,High
EVT0043,IPL,Mumbai Indians vs Sunrisers Hyderabad,17-04-2024,Wankhede Stadium,Mumbai,VIP,10950,28-03-2024,20,5,Clear,Wednesday,High
EVT0155,IPL,Delhi Capitals vs Chennai Super Kings,29-04-2023,M. A. Chidambaram Stadium,Chennai,Premium,5300,16-03-2023,44,1,Humid,Saturday,High
